Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,134.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,125.3,1,0,0,1,male,1,19,0,0,6,4,13.75,0,6,6,11.55555556,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,first choice,Tourism,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,97.0,0,0,0,1,male,0,27,0,0,6,6,10.66666667,0,6,4,11.25,10.8,1.4,1.74,Enrolled
married,Transfer,first choice,Oral Hygiene,daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,140.0,0,0,0,1,male,0,43,0,0,7,3,10.5,0,8,5,10.1,16.2,0.3,-0.92,Dropout
single,Change of course,first choice,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,124.0,0,0,0,1,male,0,31,0,1,5,5,13.83333333,0,5,5,15.4,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,127.0,0,0,0,1,male,0,34,0,0,5,5,15.8,0,5,5,16.8,8.9,1.4,3.51,Graduate
divorced,Change of course,first choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,100.0,Portuguese,,,110.0,0,0,0,1,male,0,30,0,11,14,12,12.52608696,11,14,12,12.52608696,7.6,2.6,0.32,Graduate
married,Over 23 years old,first choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,170.0,0,0,0,1,male,0,36,0,0,7,5,11.7,0,8,2,11.5,16.2,0.3,-0.92,Dropout
single,Holders of other higher courses,first choice,Management (evening attendance),evening,Higher education - degree,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,120.0,0,0,1,0,male,0,46,0,0,5,2,11.4,0,5,1,10.3,11.1,0.6,2.02,Dropout
single,2nd phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,130.0,0,0,0,1,male,0,22,0,0,5,3,13.0,0,5,3,10.66666667,7.6,2.6,0.32,Graduate
single,Holders of other higher courses,first choice,Agronomy,daytime,Higher education - degree,130.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,130.0,0,0,0,1,male,0,27,0,0,6,2,10.2,0,6,4,10.6,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,126.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,122.5,1,0,0,1,male,0,20,0,0,5,5,10.8,0,5,3,12.0,8.9,1.4,3.51,Enrolled
single,Change of institution/course,first choice,Management,daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,115.7,0,0,0,1,male,0,20,0,0,5,5,11.0,0,5,3,10.0,8.9,1.4,3.51,Enrolled
single,Transfer,first choice,Informatics Engineering,daytime,Secondary education,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.0,0,0,1,0,male,0,31,0,0,4,4,11.1,0,5,4,12.4,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,145.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,132.8,1,0,0,0,male,0,21,0,0,6,6,10.5,0,6,3,10.3,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,first choice,Management,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,100.0,0,0,0,1,male,0,21,0,0,5,4,10.3,0,5,5,11.3,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,127.0,Portuguese,Secondary education,Higher education - master,121.8,0,0,0,1,male,0,19,0,0,5,5,11.6,0,5,4,13.5,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,114.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,109.5,1,0,0,1,male,1,20,0,0,5,5,11.8,0,5,4,11.6,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,first choice,Agronomy,daytime,Secondary education,140.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Secondary education,138.3,0,0,0,1,male,0,18,0,0,6,6,16.0,0,6,6,15.16666667,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Secondary education,Secondary education,131.6,0,0,0,1,male,1,18,0,0,6,6,12.66666667,0,6,6,11.5,16.2,0.3,-0.92,Graduate
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,120.0,Portuguese,Secondary education,Higher education - bachelor degree,125.3,0,0,1,1,male,0,30,0,0,7,4,14.4,0,7,6,13.5,12.4,0.5,1.79,Enrolled
single,Over 23 years old,first choice,Tourism,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,101.5,0,0,1,0,male,0,34,0,0,6,5,10.1,0,6,6,10.2,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,115.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,109.1,0,0,1,0,male,0,21,0,0,6,4,12.25,0,6,4,13.4,11.1,0.6,2.02,Enrolled
single,Technological specialization diploma holders,first choice,Communication Design,daytime,Technological specialization course,123.9,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary education,123.9,0,0,0,1,male,0,20,0,2,7,2,9.9,5,9,6,11.3,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,157.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,143.0,0,0,0,1,male,0,18,0,0,8,7,13.4,0,8,7,13.4,12.7,3.7,-1.7,Graduate
married,Transfer,first choice,Agronomy,daytime,Secondary education,120.0,Portuguese,Higher education - degree,Secondary education,113.3,0,0,0,1,male,0,26,0,0,6,6,10.1,0,6,3,10.4,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,130.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,119.9,1,0,1,1,male,0,20,0,0,5,1,10.5,0,5,4,10.6,9.4,-0.8,-3.12,Dropout
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,140.0,0,0,0,1,male,0,25,0,0,6,2,12.1,0,6,2,11.6,15.5,2.8,-4.06,Dropout
single,Over 23 years old,intermediate choice,Management,daytime,Secondary education,143.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Higher education - doctorate,100.0,1,0,0,1,male,0,24,0,0,5,3,11.5,0,5,2,10.4,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,125.0,Portuguese,Higher education - degree,Higher education - degree,132.4,0,0,0,1,male,0,20,0,0,5,4,11.75,0,5,5,13.4,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,136.0,Portuguese,Secondary education,Higher education - degree,137.1,0,0,0,1,male,0,20,0,0,5,3,10.2,0,5,5,11.6,12.7,3.7,-1.7,Dropout
single,1st phase - special contingent (Azores Island),intermediate choice,Communication Design,daytime,Secondary education,157.0,Portuguese,Higher education - degree,Secondary education,138.1,1,0,0,1,female,0,18,0,0,6,6,12.66666667,0,6,6,14.125,10.8,1.4,1.74,Graduate
divorced,Over 23 years old,first choice,Oral Hygiene,daytime,Secondary education,160.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Higher education - degree,130.0,0,0,0,1,female,0,25,0,0,7,7,11.95,0,8,7,12.04285714,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,116.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,109.7,1,0,0,1,female,0,22,0,0,6,5,14.0,0,6,6,15.66666667,11.1,0.6,2.02,Graduate
single,Change of course,first choice,Social Service (evening attendance),evening,Secondary education,113.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,128.2,0,0,0,0,female,0,41,0,0,6,6,10.1,0,6,3,11.0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,intermediate choice,Management,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,117.8,0,0,1,1,female,1,19,0,0,5,1,10.2,0,5,2,11.1,12.7,3.7,-1.7,Dropout
single,Change of course,first choice,Equinculture,daytime,Secondary education,150.0,Portuguese,Higher education - degree,Higher education - degree,150.0,1,0,0,1,female,0,21,0,0,6,6,12.0,0,6,5,12.8,13.9,-0.3,0.79,Graduate
single,Over 23 years old,first choice,Veterinary Nursing,daytime,Secondary education,110.0,Portuguese,Secondary education,Secondary education,160.0,1,0,1,1,female,0,30,0,0,6,1,12.0,0,6,4,11.4,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,101.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,104.5,1,0,0,1,female,1,21,0,0,7,5,13.336,0,8,7,13.20714286,11.1,0.6,2.02,Graduate
single,International student (bachelor),first choice,Advertising and Marketing Management,daytime,Secondary education,133.1,Brazilian,Secondary education,Secondary education,100.0,0,0,0,1,female,0,21,1,2,7,7,14.66666667,1,6,6,14.0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,138.0,Portuguese,Secondary education,Secondary education,132.5,1,0,0,1,female,0,18,0,0,8,7,14.11571429,0,8,7,14.11571429,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,Higher education - degree,Secondary education,123.3,1,0,0,1,female,1,19,0,0,6,6,14.85714286,0,6,6,13.11111111,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,141.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,128.9,1,0,0,1,female,1,18,0,0,6,6,13.83333333,0,6,6,13.71428571,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,129.0,Portuguese,Higher education - bachelor degree,Higher education - degree,128.3,1,0,0,1,female,0,19,0,0,5,3,11.0,0,5,4,11.75,12.7,3.7,-1.7,Enrolled
single,Change of course,first choice,Veterinary Nursing,daytime,Secondary education,127.0,Portuguese,Higher education - degree,Higher education - degree,100.0,0,0,0,1,female,0,21,0,0,6,4,11.75,0,6,3,13.66666667,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,133.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,120.1,1,0,0,1,female,1,18,0,0,5,3,10.8,0,5,3,10.9,13.9,-0.3,0.79,Dropout
single,Over 23 years old,first choice,Nursing,daytime,Secondary education,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,160.0,1,0,0,1,female,1,24,0,0,8,6,12.415,0,8,6,12.415,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,138.0,Portuguese,Higher education - master,Higher education - doctorate,123.0,1,0,0,1,female,0,21,0,0,5,1,11.0,0,5,2,10.5,12.7,3.7,-1.7,Enrolled
single,Technological specialization diploma holders,first choice,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,150.0,1,0,0,1,female,0,23,0,1,6,5,14.42857143,1,6,6,13.42857143,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,129.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,124.0,1,0,0,1,female,1,18,0,0,8,7,14.31285714,0,8,7,14.31285714,10.8,1.4,1.74,Graduate
single,Over 23 years old,first choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Higher education - master,Secondary education,120.0,0,0,0,0,female,0,26,0,0,6,6,15.42857143,0,6,5,14.5,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,133.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,120.4,1,0,0,1,female,0,20,0,0,5,4,12.0,0,5,5,13.4,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,133.0,Portuguese,Higher education - master,Secondary education,131.6,0,0,0,1,female,0,18,0,0,6,6,13.83333333,0,6,6,13.71428571,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,107.0,Portuguese,Higher education - bachelor degree,Other - 11th year of schooling,104.2,1,0,0,1,female,0,20,0,0,6,6,12.16666667,0,6,6,12.14285714,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,131.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,122.0,1,0,0,1,female,0,20,0,0,8,7,14.01428571,0,8,7,14.01428571,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,118.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,110.7,1,1,0,1,female,0,18,0,0,6,2,10.33333333,0,6,3,13.33333333,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,136.0,Portuguese,Secondary education,Other - 11th year of schooling,121.7,1,0,0,1,female,1,22,0,0,6,5,13.2,0,6,5,13.6,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,126.0,1,0,1,1,female,0,20,0,0,7,6,15.4,0,7,6,15.4,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,137.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,128.4,1,0,0,1,female,1,19,0,0,7,7,13.38571429,0,8,8,15.925,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,144.0,Portuguese,Higher education - degree,Secondary education,134.9,1,0,1,1,female,0,18,0,0,6,5,12.1,0,6,2,10.4,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,146.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,143.9,0,0,0,1,female,0,18,0,0,5,5,11.33333333,0,5,5,12.0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary education,145.0,1,0,0,1,female,1,19,0,0,5,4,14.5,0,5,5,13.6,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,126.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,132.0,1,0,0,1,female,1,19,0,0,6,6,14.16666667,0,6,6,12.375,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,first choice,Social Service (evening attendance),evening,Secondary education,141.0,Portuguese,,,136.1,0,0,0,1,female,0,24,0,0,6,6,12.83333333,0,6,6,12.0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,138.9,0,0,0,1,female,0,21,0,0,6,6,13.33333333,0,6,6,14.5,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,102.0,1,0,0,1,female,1,20,0,0,6,6,13.66666667,0,6,6,14.57142857,11.1,0.6,2.02,Graduate
single,Over 23 years old,first choice,Tourism,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,123.0,0,0,1,0,female,1,28,0,0,6,5,11.8,0,6,2,10.8,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 3rd cycle (9th/10th/11th year) or equiv,137.5,1,0,0,1,female,0,21,0,0,6,6,13.42857143,0,6,6,13.14285714,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,106.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,102.2,1,0,1,1,male,0,20,0,0,7,7,12.40142857,0,8,6,11.80833333,11.1,0.6,2.02,Enrolled
